Date,OUTPUT,
04/01/2023 10:01:23,"<li style=""padding-bottom:.5em"">N.J. implements new rules targeting power plants (<a href=""https://newjerseymonitor.com/2023/01/04/n-j-implements-new-environmental-justice-rules/"">NJ Monitor</a>)",
,-,
04/01/2023 10:09:35,"<li style=""padding-bottom:.5em"">Taxpayers are funding councilman’s defense in sexual harassment case (<a href=""https://newbrunswicktoday.com/2023/01/taxpayers-are-funding-councilmans-defense-in-sexual-harassment-case/?utm_medium=email&utm_source=New%20Brunswick%20Today&utm_campaign=6af8d015d3-EMAIL_CAMPAIGN_2023_01_04_01_01&utm_term=0_-6af8d015d3-%5BLIST_EMAIL_ID%5D&mc_cid=6af8d015d3&mc_eid=df920a755c"">New Brunswick Today</a>)",
05/01/2023 10:52:59,"<li style=""padding-bottom:.5em"">Gov. Phil Murphy signs a law to make NJ first state to require media literacy for K-12 (<a href=""https://pressofatlanticcity.com/news/state-and-regional/govt-and-politics/gov-phil-murphy-signs-a-law-to-make-nj-first-state-to-require-media-literacy/article_0d680bdc-8c95-11ed-8ab0-47940e90a994.html"">Press of Atlantic City</a>)",
05/01/2023 10:56:01,"<li style=""padding-bottom:.5em"">N.J. added 12k new voters in December (<a href=""https://newjerseyglobe.com/voters/n-j-added-12k-new-voters-in-december/"">NJ Globe</a>)",
05/01/2023 10:55:22,"<li style=""padding-bottom:.5em"">N.J. Supreme Court vacancy nears six-month mark (<a href=""https://newjerseymonitor.com/2023/01/05/n-j-supreme-court-vacancy-nears-six-month-mark/"">NJ Monitor</a>)",
,-,
09/01/2023 13:26:14,"<li style=""padding-bottom:.5em"">New dispute over Passaic River cleanup threatens more delays (<a href=""https://www.njspotlightnews.org/2023/01/occidental-chemical-oxychem-pollution-passaic-river-epa-environmental-protection-agency-ddt-mercury-copper-lead-dioxin-150-million-1-8-billion/"">NJ Spotlight News</a>)",
09/01/2023 13:25:24,"<li style=""padding-bottom:.5em"">Here’s what you need to know about new workplace protections for pregnant, nursing workers (<a href=""https://newjerseymonitor.com/2023/01/06/heres-what-you-need-to-know-about-new-workplace-protections-for-pregnant-nursing-workers/"">NJ Monitor</a>)",
09/01/2023 13:27:43,"<li style=""padding-bottom:.5em"">Jersey City to settle 2016 police brutality lawsuit for $300K (<a href=""https://www.nj.com/hudson/2023/01/jersey-city-to-settle-2016-police-brutality-lawsuit-for-300k.html"">NJ.com</a>)",
09/01/2023 13:27:14,"<li style=""padding-bottom:.5em"">The next NJ governor's race isn't until 2025, but possible candidates are making moves now (<a href=""https://www.northjersey.com/story/news/politics/2023/01/09/nj-governor-2025-race-taking-shape-fulop-sweeney-ciattarelli/69783916007/"">NorthJersey.com</a>)",
,-,
10/01/2023 10:53:33,"<li style=""padding-bottom:.5em"">It now costs a dollar extra to drive into the city from New Jersey (<a href=""https://gothamist.com/news/early-addition-it-now-costs-a-dollar-extra-to-drive-into-the-city-from-new-jersey"">Gothamist</a>)",
10/01/2023 10:57:32,"<li style=""padding-bottom:.5em"">NJ governor bars TikTok, other platforms from state devices (<a href=""https://pressofatlanticcity.com/news/local/nj-governor-bars-tiktok-other-platforms-from-state-devices/article_e69e189e-90f8-11ed-8924-87b1f493bf61.html"">Associated Press</a>)",
10/01/2023 10:55:53,"<li style=""padding-bottom:.5em"">Murphy set to deliver first in-person State of the State Address since 2020 (<a href=""https://njbiz.com/murphy-set-to-deliver-first-in-person-state-of-the-state-address-since-2020/"">NJBIZ</a>)",
10/01/2023 10:59:13,"<li style=""padding-bottom:.5em"">Aid for undocumented residents dominates governor’s federal spending (<a href=""https://newjerseymonitor.com/2023/01/10/aid-for-undocumented-residents-dominates-governors-federal-spending/"">NJ Monitor</a>)",
10/01/2023 10:58:57,"<li style=""padding-bottom:.5em"">N.J. can’t enforce parts of new concealed carry law, federal judge says  (<a href=""https://newjerseyglobe.com/gun-control/n-j-cant-enforce-parts-of-new-concealed-carry-law-federal-judge-says/"">NJ Globe</a>)",
10/01/2023 11:00:44,"<li style=""padding-bottom:.5em"">What's lurking next door? Investigation reveals chemical hazards near North Jersey homes (<a href=""https://www.northjersey.com/in-depth/news/new-jersey/2023/01/10/hazards-next-door-chemical-fire-passaic-nj-qualco-majestic/69768018007/"">NorthJersey.com</a>)",
,-,
11/01/2023 10:29:17,"<li style=""padding-bottom:.5em"">Federal judge temporarily blocks parts of New Jersey gun law that restricted concealed carry in certain places (<a href=""https://www.cnn.com/2023/01/10/politics/new-jersey-gun-law-concealed-carry/index.html"">CNN</a>)",
11/01/2023 10:29:08,"<li style=""padding-bottom:.5em"">New Jersey governor wants to expand number of liquor licenses (<a href=""https://www.nytimes.com/2023/01/10/nyregion/new-jersey-liquor-licenses.html"">New York Times</a>)",
11/01/2023 10:31:34,"<li style=""padding-bottom:.5em"">NJ Senator proposes raising judicial retirement age (<a href=""https://www.njspotlightnews.org/video/proposal-to-raise-retirement-age-of-judges-in-nj/"">NJ Spotlight News</a>)",
11/01/2023 10:33:27,"<li style=""padding-bottom:.5em"">N.J. will guarantee severance pay for workers in mass layoffs under law Murphy just signed (<a href=""https://www.nj.com/politics/2023/01/nj-will-guarantee-severance-pay-for-workers-in-mass-layoffs-under-law-murphy-just-signed.html"">NJ.com</a>)",
11/01/2023 10:32:39,"<li style=""padding-bottom:.5em"">Flights resume at Newark Airport after FAA technical issues ground flights nationwide (<a href=""https://www.app.com/story/news/transportation/2023/01/11/newark-airport-flights-faa-outage/69798065007/"">NorthJersey.com</a>)",
,-,
12/01/2023 12:23:04,"<li style=""padding-bottom:.5em"">Newark airport’s new, and very Jersey, Terminal A opens today. Everything you need to know. (<a href=""https://www.nj.com/news/2023/01/everything-you-need-to-know-about-newark-airports-new-and-very-jersey-terminal-a.html"">NJ.com</a>)",
12/01/2023 12:22:39,"<li style=""padding-bottom:.5em"">We investigated New Jersey's 'antiquated' liquor license laws. Here's what we found (<a href=""https://www.northjersey.com/story/entertainment/dining/2023/01/11/nj-liquor-licenses-laws-phil-murphy-investigation/69800230007/"">NorthJersey.com</a>)",
12/01/2023 12:29:30,"<li style=""padding-bottom:.5em"">Judge orders hand recount of Trenton council race decided by one vote (<a href=""https://newjerseyglobe.com/judiciary/judge-orders-hand-recount-of-trenton-council-race-decided-by-one-vote/"">NJ Globe</a>)",
,-,
17/01/2023 12:18:52,"<li style=""padding-bottom:.5em"">Here’s the full list of N.J. projects in the giant federal spending bill. See what’s in your town. (<a href=""https://www.nj.com/politics/2023/01/heres-the-full-list-of-nj-projects-in-the-giant-federal-spending-bill-see-whats-in-your-town.html"">NJ.com</a>)",
17/01/2023 12:20:06,"<li style=""padding-bottom:.5em"">First look at 2023’s likely election issues (<a href=""https://www.njspotlightnews.org/2023/01/legislature-120-seats-republican-gop-democrats-rebovich-institute-rider-university-corporate-business-tax-abortion-reproductive-rights/"">NJ Spotlight News</a>)",
17/01/2023 12:23:34,"<li style=""padding-bottom:.5em"">N.J. environmental, health and labor groups urge Murphy to stop raiding Clean Energy Fund (<a href=""https://www.roi-nj.com/2023/01/17/industry/energy-utilities/n-j-environmental-health-and-labor-groups-urge-murphy-to-stop-raiding-clean-energy-fund/"">ROI-NJ</a>)",
,-,
18/01/2023 09:51:01,"<li style=""padding-bottom:.5em"">Holland Tunnel to close for six nights a week until 2025 for major repair that starts in February (<a href=""https://www.nj.com/news/2023/01/holland-tunnel-to-close-for-six-nights-a-week-until-2025-for-major-repair-that-starts-in-february.html"">NJ.com</a>)",
18/01/2023 10:10:59,"<li style=""padding-bottom:.5em"">Pollution plume under Toms River Superfund site could take decades more to clean (<a href=""https://www.app.com/story/news/local/redevelopment/2023/01/18/polluted-water-under-toms-river-nj-site-will-take-decades-to-clean/69815170007/"">Asbury Park Press</a>)",
18/01/2023 10:09:55,"<li style=""padding-bottom:.5em"">NJ gambling revenue matches all-time high, with online help (<a href=""https://apnews.com/article/new-jersey-atlantic-city-business-sports-betting-gambling-cac2811f412303c95d99d70a5445acb3"">Associated Press</a>)",
18/01/2023 10:12:53,"<li style=""padding-bottom:.5em"">‘I can do more’: NJ kids with physical disabilities struggle to play, compete (<a href=""https://www.northjersey.com/in-depth/news/2023/01/18/nj-kids-with-physical-disabilities-lack-access-to-sports/69509959007/"">NorthJersey.com</a>)",
,-,
19/01/2023 12:01:25,"<li style=""padding-bottom:.5em"">Stories Invincible: Food Insecurity in Camden City, Part I (<a href=""https://www.njpen.com/stories-invincible-food-insecurity-in-camden-city-part-i/"">NJ Pen</a>)",
19/01/2023 12:16:08,"<li style=""padding-bottom:.5em"">N.J. expands health care coverage to all children, regardless of immigration status (<a href=""https://newjerseymonitor.com/2023/01/19/n-j-expands-health-care-coverage-to-all-children-regardless-of-immigration-status/"">NJ Monitor</a>)",
19/01/2023 12:15:20,"<li style=""padding-bottom:.5em"">N.J. election officials knew about voting machine issues in November (<a href=""https://newjerseyglobe.com/local/n-j-election-officials-knew-about-voting-machine-issues-in-november/"">NJ Globe</a>)",
19/01/2023 12:17:38,"<li style=""padding-bottom:.5em"">NJ looks to solve nursing shortage (<a href=""https://www.njspotlightnews.org/2023/01/report-underlines-njs-nursing-shortage-as-lawmakers-propose-fixes/"">NJ Spotlight News</a>)",
,-,
19/01/2023 12:46:49,"<li style=""padding-bottom:.5em"">A local paper serves Pakistani immigrants in New Jersey — and a journalist devotes himself to his community (<a href=""https://medium.com/centerforcooperativemedia/a-local-paper-serves-pakistani-immigrants-in-nj-and-a-journalist-devotes-himself-to-his-community-1892d177dd27"">Center for Cooperative Media</a>)",
20/01/2023 12:16:47,"<li style=""padding-bottom:.5em"">More than 42,000 millionaires live in Pa. and N.J. — and that number is growing (<a href=""https://www.inquirer.com/business/millionaires-pennsylvania-new-jersey-home-prices-net-worth-20230120.html"">The Inquirer</a>)",
23/01/2023 10:28:03,"<li style=""padding-bottom:.5em"">New Jersey AG files emergent application for recount and recheck of four towns in county impacted by voting system error (<a href=""https://www.cnn.com/2023/01/20/politics/new-jersey-attorney-general-emergent-application-recount/index.html"">CNN</a>)",
23/01/2023 10:37:03,"<li style=""padding-bottom:.5em"">As COVID-19 dollars run out, NJ residents face ‘hunger cliffs’ and food deserts (<a href=""https://www.njspotlightnews.org/2023/01/snap-supplemental-nutritional-assistance-program-hunger-cliffs-food-desserts-gov-phil-murphy-state-assembly-speaker-craig-coughlin-50-month-95-month-assemblyman-reginald-atkins-adele-latourette-com/"">NJ Spotlight News</a>)",
23/01/2023 10:38:37,"<li style=""padding-bottom:.5em"">Hundreds of thousands of New Jerseyans could lose Medicaid coverage soon (<a href=""https://newjerseymonitor.com/2023/01/23/state-prepares-for-changes-to-medicaid-eligibility/"">NJ Monitor</a>)",
,-,
24/01/2023 09:28:22,"<li style=""padding-bottom:.5em"">NJ takes another step to refinance debt (<a href=""https://www.njspotlightnews.org/2023/01/transportation-trust-fund-budget-debt-defeasance-and-prevention-fund-transportation-new-jersey-transit/"">NJ Spotlight News</a>)",
24/01/2023 09:30:42,"<li style=""padding-bottom:.5em"">N.J. attorney general to probe ES&S vote tabulation errors that caused some ’22 election results to be double counted (<a href=""https://newjerseyglobe.com/state-government/n-j-attorney-general-to-probe-ess-vote-tabulation-errors-that-caused-some-22-election-results-to-be-double-counted/"">NJ Globe</a>)",
2023-01-24 09:31:14,"<li style=""padding-bottom:.5em"">Bill would require schools to let students use preferred names on diplomas (<a href=""https://newjerseymonitor.com/2023/01/24/bill-would-require-schools-to-let-students-use-preferred-names-on-diplomas/"">NJ Monitor</a>)",
,-,
25/01/2023 08:31:42,"<li style=""padding-bottom:.5em"">NJ attorney general's office investigating after votes counted twice in 4 Monmouth County towns (<a href=""https://gothamist.com/news/nj-attorney-generals-office-investigating-after-votes-counted-twice-in-4-monmouth-county-times"">Gothamist</a>)",
25/01/2023 08:34:03,"<li style=""padding-bottom:.5em"">Jersey City councilwoman loses driver’s license, pays $5K fine for hit-and-run (<a href=""https://newjerseymonitor.com/2023/01/24/jersey-city-councilwoman-loses-drivers-license-pays-5k-fine-for-hit-and-run/"">NJ Monitor</a>)",
25/01/2023 08:36:47,"<li style=""padding-bottom:.5em"">Action urged to bring ashore power generated by wind farms (<a href=""https://www.njspotlightnews.org/2023/01/experts-say-planning-and-coordination-urgently-needed-to-get-offshore-power-to-shore/"">NJ Spotlight News</a>)",
25/01/2023 08:36:00,"<li style=""padding-bottom:.5em"">New Jersey joins federal, multistate antitrust suit against Google (<a href=""https://njbiz.com/new-jersey-joins-federal-multistate-antitrust-suit-against-google/"">NJBIZ</a>)",
,-,
25/01/2023 14:17:12,"<li style=""padding-bottom:.5em"">Stories Invincible: Playing to win the game of financial literacy (<a href=""https://medium.com/centerforcooperativemedia/stories-invincible-playing-to-win-the-game-of-financial-literacy-7a4004ac927c"">Center for Cooperative Media</a>)",
25/01/2023 14:16:59,"<li style=""padding-bottom:.5em"">Meet Celeste Whittaker: SJIEP reporting fellowship adviser (<a href=""https://medium.com/centerforcooperativemedia/meet-celeste-whittaker-sjiep-reporting-fellowship-adviser-d16426cb8958"">Center for Cooperative Media</a>)",
26/01/2023 08:32:03,"<li style=""padding-bottom:.5em"">Murphy administration bought eight new SUVs — at a cost of $521K — with federal Covid funds (<a href=""https://www.politico.com/news/2023/01/25/murphy-administration-bought-eight-new-suvs-with-federal-covid-funds-00079436"">Politico</a>)",
26/01/2023 08:37:51,"<li style=""padding-bottom:.5em"">Years of late tax payments cost Mercer County taxpayers millions, comptroller says (<a href=""https://newjerseymonitor.com/2023/01/25/years-of-late-tax-payments-cost-mercer-county-taxpayers-millions-comptroller-says/"">NJ Monitor</a>)",
,-,
30/01/2023 09:21:05,"<li style=""padding-bottom:.5em"">N.J.’s new ‘Seinfeld bill’ would require telemarketers to give you their employer’s phone number (<a href=""https://www.nj.com/politics/2023/01/njs-seinfeld-bill-would-require-telemarketers-to-give-you-their-employers-phone-number.html"">NJ.com</a>)",
30/01/2023 09:25:45,"<li style=""padding-bottom:.5em"">Lengthy timeline for DACA legal fight puts lives on hold for years (<a href=""https://newjerseymonitor.com/2023/01/29/lengthy-timeline-for-daca-legal-fight-puts-lives-on-hold-for-years/"">NJ Monitor</a>)",
30/01/2023 09:27:05,"<li style=""padding-bottom:.5em"">Abuse survivors say Catholic church has failed to disclose hundreds of cases in NJ (<a href=""https://www.northjersey.com/story/news/2023/01/30/nj-catholic-church-abuse-survivors-hundreds-of-cases-not-disclosed/69820110007/"">NorthJersey.com</a>)",
,-,
31/01/2023 09:26:50,"<li style=""padding-bottom:.5em"">Federal judge blocks more of New Jersey's new gun carry law (<a href=""https://www.politico.com/news/2023/01/30/federal-judge-blocks-more-of-new-jersey-gun-carry-law-00080245"">Politico</a>)",
31/01/2023 09:27:16,"<li style=""padding-bottom:.5em"">Biden to announce $292M in funding for Hudson Tunnel Project between NY, NJ (<a href=""https://thehill.com/policy/transportation/3836700-biden-to-announce-292m-in-funding-for-hudson-tunnel-project-between-ny-nj/"">The Hill</a>)",
31/01/2023 09:43:52,"<li style=""padding-bottom:.5em"">Whistleblower points the finger at N.J. mayor in harassment suit (<a href=""https://www.nj.com/essex/2023/01/whistleblower-points-the-finger-at-nj-mayor-in-harassment-suit.html"">NJ.com</a>)",
2023-01-31 09:27:46,"<li style=""padding-bottom:.5em"">Police statements tell the first version of an incident. Then video footage comes out (<a href=""https://whyy.org/npr_story_post/tyre-nichols-body-cam-video-police-statements-discrepancies/"">WHYY</a>)",
,-,
01/02/2023 08:23:34,"<li style=""padding-bottom:.5em"">Meeting featuring Democratic state senator, far-right radio host raises eyebrows (<a href=""https://www.politico.com/news/2023/01/31/meeting-featuring-democratic-state-senator-far-right-radio-host-raises-eyebrows-00080380"">Politico</a>)",
01/02/2023 08:27:18,"<li style=""padding-bottom:.5em"">State extends public comment period for Toms River Superfund settlement (<a href=""https://www.app.com/story/news/local/redevelopment/2023/02/01/public-comment-period-extended-for-toms-river-nj-superfund-site/69859240007/"">Asbury Park Press</a>)",
01/02/2023 08:27:00,"<li style=""padding-bottom:.5em"">New Jersey launches new unit focused on human trafficking (<a href=""https://pressofatlanticcity.com/news/state-and-regional/crime-and-courts/new-jersey-launches-new-unit-focused-on-human-trafficking/article_71f00530-a1b4-11ed-ad4c-439736ca08de.html"">Press of Atlantic City</a>)",
01/02/2023 08:25:58,"<li style=""padding-bottom:.5em"">NJ is urged to expand child tax credit (<a href=""https://www.njspotlightnews.org/2023/02/nj-urged-to-expand-child-tax-credits-new-jersey-policy-prespective-njpp/"">NJ Spotlight News</a>)",
,-,
02/02/2023 10:09:02,"<li style=""padding-bottom:.5em"">New Jersey communities of color grapple with lack of trees, environmental inequity (<a href=""https://whyy.org/articles/new-jersey-tree-canopy-inequity-camden-newark-trenton/"">WHYY</a>)",
02/02/2023 10:08:51,"<li style=""padding-bottom:.5em"">Camden County sanitation workers striking for better pay (<a href=""https://www.cbsnews.com/philadelphia/news/camden-county-sanitation-workers-striking-for-better-pay/"">CBS News</a>)",
02/02/2023 10:08:19,"<li style=""padding-bottom:.5em"">Man is charged with firebombing a Bloomfield synagogue (<a href=""https://www.nytimes.com/2023/02/01/nyregion/new-jersey-synagogue-attack-arrest.html"">New York Times</a>)",
02/02/2023 10:12:21,"<li style=""padding-bottom:.5em"">Sayreville councilwoman shot and killed (<a href=""https://newjerseyglobe.com/in-memoriam/sayreville-councilwoman-shot-and-killed/"">NJ Globe</a>)",
,-,
06/02/2023 09:01:27,"<li style=""padding-bottom:.5em"">How a Trump pardon resurrected one of New Jersey’s most powerful Republicans (<a href=""https://www.politico.com/news/2023/02/05/how-a-trump-pardon-led-to-republican-drama-in-n-j-00080438"">Politico</a>)",
06/02/2023 09:03:06,"<li style=""padding-bottom:.5em"">Developer will replace iconic Nabisco factory in Bergen County with warehouse (<a href=""https://www.northjersey.com/story/news/bergen/2023/02/04/developer-will-replace-nabisco-factory-in-bergen-county-with-warehouse/69871006007/"">NorthJersey.com</a>)",
06/02/2023 09:07:15,"<li style=""padding-bottom:.5em"">States criticized for spending federal relief funds on tax cuts, prisons (<a href=""https://newjerseymonitor.com/2023/02/04/states-criticized-for-spending-federal-relief-funds-on-tax-cuts-prisons/"">NJ Monitor</a>)",
06/02/2023 09:06:33,"<li style=""padding-bottom:.5em"">FBI involved in investigating Sayreville councilwoman’s murder (<a href=""https://www.njspotlightnews.org/video/fbi-involved-in-investigating-sayreville-councilwomans-murder/"">NJ Spotlight News</a>)",
,-,
07/02/2023 08:06:06,"<li style=""padding-bottom:.5em"">Fairleigh Dickinson University students say New Jersey's residential segregation leads to school segregation (<a href=""https://www.cbsnews.com/newyork/news/new-jersey-school-segregation/"">CBS News</a>)",
07/02/2023 08:10:31,"<li style=""padding-bottom:.5em"">N.J. cop faces charges for shooting fleeing man in back, paralyzing him (<a href=""https://www.nj.com/news/2023/02/nj-cop-faces-charges-for-shooting-fleeing-man-in-back-paralyzing-him.html"">NJ.com</a>)",
07/02/2023 08:10:15,"<li style=""padding-bottom:.5em"">Murphy orders NJ flags to half-staff in memory of Sayreville Councilwoman Eunice Dwumfour (<a href=""https://www.app.com/story/news/local/middlesex-county/2023/02/06/sayreville-nj-councilwoman-eunice-k-dwumfour-phil-murphy-flags-lowered/69876990007/"">Asbury Park Press</a>)",
,-,
08/02/2023 08:36:11,"<li style=""padding-bottom:.5em"">NJ announces $10M pilot to help unemployed, underemployed residents (<a href=""https://njbiz.com/nj-announces-10m-pilot-to-help-unemployed-underemployed-residents/"">NJBIZ</a>)",
08/02/2023 08:38:11,"<li style=""padding-bottom:.5em"">New Jersey casino owners say guns will not be permitted in casinos (<a href=""https://newjerseymonitor.com/briefs/new-jersey-casino-owners-say-guns-will-not-be-permitted-in-casinos/"">NJ Monitor</a>)",
08/02/2023 08:37:40,"<li style=""padding-bottom:.5em"">An early look at the 2023 legislative playing field (<a href=""https://newjerseyglobe.com/legislature/an-early-look-at-the-2023-legislative-playing-field/"">NJ Globe</a>)",
08/02/2023 08:39:44,"<li style=""padding-bottom:.5em"">State employees in N.J. can work partly from home. We need them back, Trenton mayor says. (<a href=""https://www.nj.com/mercer/2023/02/state-employees-are-working-partly-from-home-we-need-them-back-trenton-mayor-says.html"">NJ.com</a>)",
,-,
09/02/2023 08:30:30,"<li style=""padding-bottom:.5em"">Suspension of court cases over judge shortage stuns legal observers (<a href=""https://www.njspotlightnews.org/video/suspension-of-court-cases-over-judge-shortage-stuns-legal-observers/"">NJ Spotlight News</a>)",
09/02/2023 08:30:02,"<li style=""padding-bottom:.5em"">N.J. law increases food assistance payments as federal aid expires (<a href=""https://newjerseymonitor.com/2023/02/08/n-j-law-increases-food-assistance-payments-as-federal-aid-expires/"">NJ Monitor</a>)",
09/02/2023 08:31:59,"<li style=""padding-bottom:.5em"">NJ expanding ARRIVE Together program, which changes how police interact with mentally ill (<a href=""https://www.northjersey.com/story/news/health/2023/02/08/nj-police-mentally-ill-program-expanding-arrive-together/69884847007/"">NorthJersey.com</a>)",
09/02/2023 08:30:55,"<li style=""padding-bottom:.5em"">Deadline nears for new ‘Anchor’ property-tax benefit (<a href=""https://www.njspotlightnews.org/2023/02/anchor-gov-phil-murphy-department-of-treasury-affordable-new-jersey-communities-homeowners-renters-homestead-relief-tenants/"">NJ Spotlight News</a>)",
09/02/2023 08:30:47,"<li style=""padding-bottom:.5em"">Watchdog sounds alarm on child welfare system’s handling of sex abuse cases (<a href=""https://newjerseymonitor.com/2023/02/09/watchdog-sounds-alarm-on-child-welfare-systems-handling-of-sex-abuse-cases/"">NJ Monitor</a>)",
,-,
13/02/2023 08:32:39,"<li style=""padding-bottom:.5em"">Workers await as NJ lawmakers debate casino smoking ban (<a href=""https://abcnews.go.com/Business/wireStory/workers-await-nj-lawmakers-debate-casino-smoking-ban-97075629"">ABC News</a>)",
13/02/2023 08:34:54,"<li style=""padding-bottom:.5em"">New Jerseyans support cannabis tax revenue being used for education and public health initiatives (<a href=""https://www.roi-nj.com/2023/02/13/politics/new-jerseyans-support-cannabis-tax-revenue-being-used-for-education-and-public-health-initiatives/"">ROI-NJ</a>)",
13/02/2023 08:35:35,"<li style=""padding-bottom:.5em"">A primer on party switchers in the New Jersey Legislature (<a href=""https://newjerseyglobe.com/legislature/a-primary-on-party-switchers-in-the-new-jersey-legislature/"">NJ Globe</a>)",
,-,
14/02/2023 08:06:15,"<li style=""padding-bottom:.5em"">How is Trenton reacting to Sam Thompson’s party switch? Cautiously. (<a href=""https://newjerseyglobe.com/legislature/how-is-trenton-reacting-to-sam-thompsons-party-switch-cautiously/"">NJ Globe</a>)",
14/02/2023 08:05:31,"<li style=""padding-bottom:.5em"">Workers get support for Atlantic City casino smoking ban (<a href=""https://pressofatlanticcity.com/news/local/workers-get-support-for-atlantic-city-casino-smoking-ban/article_092b4276-abe6-11ed-95d6-3bcbeeb0bc46.html"">Press of Atlantic City</a>)",
14/02/2023 08:08:37,"<li style=""padding-bottom:.5em"">Major toxic waterway cleanup kicks off in NJ (<a href=""https://www.njspotlightnews.org/video/major-toxic-waterway-cleanup-kicks-off-in-nj/"">NJ Spotlight News</a>)",
14/02/2023 08:09:34,"<li style=""padding-bottom:.5em"">American Dream sued for $389 million by lenders who helped bankroll mall's construction (<a href=""https://www.northjersey.com/story/news/business/2023/02/14/american-dream-meadowlands-creditors-sue-mall-for-389-million/69899471007/"">NorthJersey.com</a>)",
,-,
14/02/2023 12:20:32,"<li style=""padding-bottom:.5em"">New Jersey’s Turkish news outlets become a lifeline after the devastating earthquake (<a href=""https://medium.com/centerforcooperativemedia/new-jerseys-turkish-news-outlets-become-a-lifeline-after-the-devastating-earthquake-e37377a769eb"">Center for Cooperative Media</a>)",
15/02/2023 08:08:04,"<li style=""padding-bottom:.5em"">Ohio train derailment prompts new calls to block South Jersey ‘bomb trains’ (<a href=""https://newjerseymonitor.com/2023/02/15/ohio-derailment-prompts-new-calls-to-block-south-jersey-bomb-trains/"">NJ Monitor</a>)",
15/02/2023 08:06:30,"<li style=""padding-bottom:.5em"">N.J. expanding AP African American studies in 26 schools as Murphy slams DeSantis for blocking them (<a href=""https://www.nj.com/politics/2023/02/nj-expanding-ap-african-american-studies-in-26-schools-as-murphy-slams-desantis-for-blocking-them.html"">NJ.com</a>)",
15/02/2023 08:10:44,"<li style=""padding-bottom:.5em"">NJ groups fight power plants and wait for enviro justice law (<a href=""https://pressofatlanticcity.com/news/state-and-regional/nj-groups-fight-power-plants-and-wait-for-enviro-justice-law/article_b16f58ba-acad-11ed-9adf-dbe21da99adc.html"">Press of Atlantic City</a>)",
,-,
15/02/2023 11:11:25,"<li style=""padding-bottom:.5em"">NJ Transit engineers are ready to strike over their wages, union says (<a href=""https://www.nj.com/news/2023/02/nj-transit-engineers-are-ready-to-strike-over-their-wages-union-says.html"">NJ.com</a>)",
16/02/2023 08:26:00,"<li style=""padding-bottom:.5em"">Progressives worry about consequences of new ‘tough on crime’ bills (<a href=""https://newjerseymonitor.com/2023/02/16/progressives-worry-about-consequences-of-new-tough-on-crime-bills/"">NJ Monitor</a>)",
16/02/2023 08:27:31,"<li style=""padding-bottom:.5em"">Murphy announces newest set of initiatives to combat climate change and power ‘Next New Jersey’ (<a href=""https://www.roi-nj.com/2023/02/15/industry/energy-utilities/murphy-announces-newest-set-of-initiatives-to-combat-climate-change-and-power-the-next-new-jersey/"">ROI-NJ</a>)",
16/02/2023 08:30:49,"<li style=""padding-bottom:.5em"">Will a new law to improve E-ZPass in NJ actually make the tolling system better? (<a href=""https://www.northjersey.com/story/news/2023/02/16/e-zpass-law-nj-tolling-system/69899239007/"">NorthJersey.com</a>)",
,-,
21/02/2023 12:56:52,"<li style=""padding-bottom:.5em"">Tax Cuts For Rich Corporations In NJ? More Protests As Budget Nears (<a href=""https://www.msn.com/en-us/money/taxes/tax-cuts-for-rich-corporations-in-nj-more-protests-as-budget-nears/ar-AA17LoBS"">Patch</a>)",
21/02/2023 12:57:23,"<li style=""padding-bottom:.5em"">Bill to establish Central Jersey as an ‘official’ state region advances in Trenton (<a href=""https://njbiz.com/bill-to-establish-central-jersey-as-an-official-state-region-advances-in-trenton/"">NJBIZ</a>)",
21/02/2023 12:59:58,"<li style=""padding-bottom:.5em"">Private prison firm sues Governor Murphy in bid to continue housing ICE detainees (<a href=""https://newjerseymonitor.com/2023/02/21/last-immigration-detention-center-in-new-jersey-sues-governor-murphy-to-remain-open/"">NJ Monitor</a>)",
21/02/2023 12:59:21,"<li style=""padding-bottom:.5em"">62% of New Jerseyans define themselves as ‘pro-choice,’ Monmouth poll finds (<a href=""https://newjerseyglobe.com/polling/62-of-new-jerseyans-define-themselves-as-pro-choice-monmouth-poll-finds/"">NJ Globe</a>)",
21/02/2023 13:03:01,"<li style=""padding-bottom:.5em"">Unionization and contract efforts drag on at Medieval Times (<a href=""https://www.njspotlightnews.org/video/unionization-and-contract-efforts-drag-on-at-medieval-times/"">NJ Spotlight News</a>)",
,-,
22/02/2023 08:43:41,"<li style=""padding-bottom:.5em"">American Dream water park is an ‘unsafe structure,’ will stay closed during investigation, state says (<a href=""https://www.nj.com/bergen/2023/02/american-dream-water-park-is-an-unsafe-structure-will-stay-closed-during-investigation-state-says.html"">NJ.com</a>)",
22/02/2023 08:43:27,"<li style=""padding-bottom:.5em"">Weather service not sure if tornado touched down in N.J. during powerful thunderstorm (<a href=""https://www.nj.com/weather/2023/02/weather-service-not-sure-if-tornado-touched-down-in-nj-during-powerful-thunderstorm.html"">NJ.com</a>)",
22/02/2023 08:45:35,"<li style=""padding-bottom:.5em"">American Dream says water park to stay closed through Thursday after helicopter crash (<a href=""https://www.app.com/story/news/bergen/east-rutherford/2023/02/21/american-dream-helicopter-crash-nj-dreamworks-water-park-closure-extended/69929417007/"">Asbury Park Press</a>)",
