Date,OUTPUT
2022-07-21 09:44:01,"<li style=""padding-bottom:.5em"">Lake Hopatcong algae bloom triggers first health advisory of year as temperatures soar (<a href=""https://www.northjersey.com/story/news/2022/07/20/lake-hopatcong-nj-algae-bloom-health-advisory-2022/65374006007/"">NorthJersey.com</a>)"
,-
2022-07-23 14:04:44,"<li style=""padding-bottom:.5em"">Glue traps set for spotted lanternfly danger to birds, rescue serving Westfield warns (<a href=""https://www.tapinto.net/towns/westfield/sections/green/articles/glue-traps-set-for-spotted-lanternfly-danger-to-birds-rescue-serving-westfield-warns"">TAPinto Westfield</a>)"
2022-07-21 20:13:00,"<li style=""padding-bottom:.5em"">Environmental Leaders Call On Newarkers To Back 'Landmark' NJDEP Legislation Ahead of Public Meeting (<a href=""https://www.tapinto.net/towns/newark/sections/government/articles/environmental-leaders-call-on-newarkers-to-back-landmark-njdep-legislation-ahead-of-public-meeting"">TAPinto Newark</a>)"
2022-07-21 10:13:53,"<li style=""padding-bottom:.5em"">Investigators say Sayreville woman kept dead cats in a home that smelled of feces and urine: lawsuit (<a href=""https://www.tapinto.net/towns/raritan-bay/sections/police-and-fire/articles/investigators-say-sayreville-woman-kept-dead-cats-in-a-home-that-smelled-of-feces-and-urine-lawsuit"">TAPinto Raritan Bay</a>)"
2022-07-25 11:12:58,"<li style=""padding-bottom:.5em"">N.J. weather: Severe thunderstorms with gusty winds today to bring heat wave relief (<a href=""https://www.nj.com/weather/2022/07/nj-weather-severe-thunderstorms-with-gusty-winds-today-to-bring-heat-wave-relief.html"">NJ.com</a>)"
2022-07-25 11:12:51,"<li style=""padding-bottom:.5em"">Newark sets a record with 5 consecutive days above 100 degrees, pools and cooling centers closed (<a href=""https://abc7ny.com/heat-wave-record-newark-100-degrees/12070808/"">ABC7</a>)"
2022-07-25 11:12:03,"<li style=""padding-bottom:.5em"">Massive water main break floods parking lots, impacts service in Paramus area (<a href=""https://abc7ny.com/paramus-water-main-break-veolia-spring-valley-road-new-jersey/12071426/"">ABC7</a>)"
2022-07-25 11:11:53,"<li style=""padding-bottom:.5em"">The heat wave is generating cold waves at the Jersey Shore as ocean temperatures take a plunge (<a href=""https://www.inquirer.com/weather/jersey-shore-ocean-temperature-upwelling-beaches-weather-20220722.html"">The Inquirer</a>)"
2022-07-25 11:13:09,"<li style=""padding-bottom:.5em"">New Jersey wind port faces new obstacle — sturgeon (<a href=""https://www.politico.com/newsletters/weekly-new-york-new-jersey-energy/2022/07/25/new-jersey-wind-port-faces-new-obstacle-sturgeon-00047641"">Politico</a>)"
2022-07-25 11:17:01,"<li style=""padding-bottom:.5em"">How hot is it? More than 85 million Americans are under heat-related advisories (<a href=""https://whyy.org/npr_story_post/heat-wave-more-than-85-million-americans-are-under-heat-related-advisories/"">WHYY</a>)"
2022-07-25 11:15:40,"<li style=""padding-bottom:.5em"">Fishermen fear Hudson Canyon sanctuary will mean more restrictions: 'Why do we need this?' (<a href=""https://www.app.com/story/news/local/land-environment/2022/07/25/hudson-canyon-marine-sanctuary-nj-fishing-restrictions/65380141007/"">Asbury Park Press</a>)"
2022-07-25 11:15:30,"<li style=""padding-bottom:.5em"">N.J. city set two heat records Sunday, one for hitting 100 degrees for a 5th straight day (<a href=""https://www.nj.com/essex/2022/07/nj-city-set-two-heat-records-sunday-one-for-hitting-100-degrees-for-a-5th-straight-day.html"">NJ.com</a>)"
2022-07-25 11:17:57,"<li style=""padding-bottom:.5em"">At Jersey Shore, short-staffed beach patrols deal with a heat wave that's sending more people into the water (<a href=""https://pressofatlanticcity.com/news/local/at-jersey-shore-short-staffed-beach-patrols-deal-with-a-heat-wave-thats-sending-more/article_385438ca-0a9f-11ed-9a71-9b5cfa8e4268.html"">Press of Atlantic City</a>)"
2022-07-25 11:19:24,"<li style=""padding-bottom:.5em"">Moths matter in East Brunswick: Moth night is attractive (<a href=""https://www.tapinto.net/towns/east-brunswick/articles/moths-matter-in-east-brunswick-moth-night-is-attractive"">TAPinto East Brunswick</a>)"
,-
2022-07-26 10:09:09,"<li style=""padding-bottom:.5em"">SEPTA monitoring effects on rail systems as heat wave continues (<a href=""https://whyy.org/articles/philadelphia-heatwave-2022-septa-service-disruptions/"">WHYY</a>)"
2022-07-26 10:11:38,"<li style=""padding-bottom:.5em"">N.J. will chip in up to $4K to help you buy an electric vehicle, Murphy says (<a href=""https://www.nj.com/politics/2022/07/nj-will-chip-in-up-to-4k-to-help-you-buy-an-electric-vehicle-murphy-says.html"">NJ.com</a>)"
2022-07-26 10:10:55,"<li style=""padding-bottom:.5em"">Weather: Heat wave over, snapping at 8 days Tuesday, but 90s will return soon (<a href=""https://pressofatlanticcity.com/weather/weather-heat-wave-over-snapping-at-8-days-tuesday-but-90s-will-return-soon/article_6821848e-0c36-11ed-b45c-47002f8688d7.html"">Press of Atlantic City</a>)"
2022-07-26 10:13:30,"<li style=""padding-bottom:.5em"">A $7.9M upgrade is coming to N.J.’s Great Falls National Park (<a href=""https://www.nj.com/passaic-county/2022/07/a-79m-upgrade-is-coming-to-njs-great-falls-national-park.html"">NJ.com</a>)"
2022-07-26 10:17:20,"<li style=""padding-bottom:.5em"">In fight against commercialization, park preservationists champion a beach for the birds (<a href=""https://newjerseymonitor.com/2022/07/26/in-fight-against-development-park-preservationists-champion-a-beach-for-the-birds/"">NJ Monitor</a>)"
,-
2022-07-26 11:01:42,"<li style=""padding-bottom:.5em"">County official: Roxbury warehouse builders doing their best to stem stormwater runoff (<a href=""https://www.tapinto.net/towns/roxbury/sections/government/articles/county-official-roxbury-warehouse-builders-doing-their-best-to-stem-stormwater-runoff"">TAPinto Roxbury</a>)"
2022-07-27 11:01:08,"<li style=""padding-bottom:.5em"">New Jersey urges water conservation during period of hot and dry weather (<a href=""https://www.tapinto.net/articles/new-jersey-urges-water-conservation-during-period-of-hot-and-dry-weather"">TAPinto</a>)"
2022-07-26 17:11:52,"<li style=""padding-bottom:.5em"">Camden's Trash Incinerator Always a Hot Topic: City Council Says Covanta Can Pursue Liquid Waste Permit (<a href=""https://www.tapinto.net/towns/camden/sections/business-and-finance/articles/camden-s-trash-incinerator-always-a-hot-topic"">TAPinto Camden</a>)"
2022-07-27 12:27:55,"<li style=""padding-bottom:.5em"">The heat wave hit NJ inmates hard for an obvious reason (<a href=""https://www.njspotlightnews.org/2022/07/heat-wave-hit-nj-prisons-hard-no-air-conditioning-50-plus-housing-units-edna-mahan-correctional-facility-for-women/"">NJ Spotlight News</a>)"
2022-07-27 12:27:47,"<li style=""padding-bottom:.5em"">Jersey Shore residents demand more time to review offshore wind project (<a href=""https://www.app.com/story/news/local/land-environment/2022/07/27/offshore-wind-farm-atlantic-city-environmental-impact/65384127007/"">Asbury Park Press</a>)"
2022-07-27 12:29:03,"<li style=""padding-bottom:.5em"">Ocean City approves contracts for engineering dredging projects (<a href=""https://pressofatlanticcity.com/news/local/ocean-city-approves-contracts-for-engineering-dredging-projects/article_9de11090-0d20-11ed-9305-5f128f9ae9c1.html"">Press of Atlantic City</a>)"
2022-07-27 12:31:36,"<li style=""padding-bottom:.5em"">What happened to rule that was going to protect NJ against next big storm? (<a href=""https://www.njspotlightnews.org/2022/07/emergency-flooding-rule-flood-zone-department-of-environmental-protection-dep-njbia-stakeholders-meeting/"">NJ Spotlight News</a>)"
2022-07-27 12:31:04,"<li style=""padding-bottom:.5em"">Weather: Some storms, plenty of dry time in NJ for rest of the week (<a href=""https://pressofatlanticcity.com/weather/weather-some-storms-plenty-of-dry-time-in-nj-for-rest-of-the-week/article_ff8f2068-0cf1-11ed-8364-df8da238c9c6.html"">Press of Atlantic City</a>)"
,-
2022-07-28 20:40:07,"<li style=""padding-bottom:.5em"">Newark Environmental Advocates Want ‘Landmark’ NJDEP Legislation To Prioritize Residents' Health Over Wealth (<a href=""https://www.tapinto.net/towns/newark/sections/government/articles/newark-environmental-advocates-want-landmark-njdep-legislation-to-prioritize-residents-health-over-wealth"">TAPinto Newark</a>)"
2022-08-02 10:38:13,"<li style=""padding-bottom:.5em"">N.J. weather: Thunderstorms possible today ahead of 100+ heat index Thursday (<a href=""https://www.nj.com/weather/2022/08/nj-weather-thunderstorms-possible-today-ahead-of-100-heat-index-thursday.html"">NJ.com</a>)"
2022-08-02 10:37:54,"<li style=""padding-bottom:.5em"">‘Historic partnership’ poised to play major role in developing off-shore wind in N.J. | Opinion (<a href=""https://www.nj.com/opinion/2022/08/historic-partnership-poised-to-play-major-role-in-developing-off-shore-wind-in-nj-opinion.html"">NJ.com</a>)"
2022-08-02 10:39:17,"<li style=""padding-bottom:.5em"">Scorching hot week ahead with no rain before Friday (<a href=""https://www.app.com/story/weather/2022/08/02/nj-weather-jersey-shore-bracing-for-another-hot-dry-week-ahead/65388246007/"">Asbury Park Press</a>)"
2022-08-02 10:42:30,"<li style=""padding-bottom:.5em"">Solar power from Extra Space will bring clean energy to 1,400 households (<a href=""https://www.app.com/story/news/local/2022/08/02/nj-renewable-energy-extra-space-storage-community-solar-project-neptune/65388577007/"">Asbury Park Press</a>)"
2022-08-02 10:41:58,"<li style=""padding-bottom:.5em"">Female horseshoe crabs to lose protection? (<a href=""https://www.njspotlightnews.org/2022/08/female-horseshoe-crabs-red-knots-ban-threatened-harvest-atlantic-states-marine-fisheries-commission-considers-rule-change/"">NJ Spotlight News</a>)"
2022-08-02 10:45:31,"<li style=""padding-bottom:.5em"">These N.J. towns getting $39M from feds to protect against future flooding (<a href=""https://www.nj.com/politics/2022/08/these-nj-towns-getting-39m-from-feds-to-protect-against-future-flooding.html"">NJ.com</a>)"
,-
2022-08-02 17:33:20,"<li style=""padding-bottom:.5em"">Jersey Firsts: How a pioneering Jersey woman changed the blueberry industry forever (<a href=""https://www.northjersey.com/story/entertainment/dining/2022/08/02/jersey-firsts-how-elizabeth-coleman-white-changed-blueberry-industry/65380614007/"">NorthJersey.com</a>)"
2022-08-03 10:02:28,"<li style=""padding-bottom:.5em"">Jersey Shore will see high tide flooding become routine, NOAA says (<a href=""https://www.app.com/story/news/local/monmouth-county/2022/08/03/jersey-shore-high-tide-flooding-increasing-noaa/65389862007/"">Asbury Park Press</a>)"
2022-08-03 10:02:11,"<li style=""padding-bottom:.5em"">Willingboro officials break ground on system to remove toxic ‘forever chemical’ from drinking water (<a href=""https://whyy.org/articles/willingboro-pfas-toxic-forever-chemical-drinking-water/"">WHYY</a>)"
2022-08-03 10:02:58,"<li style=""padding-bottom:.5em"">Weather: 3rd heat wave of 2022 possible as 90s, high humidity sizzle NJ (<a href=""https://pressofatlanticcity.com/weather/weather-3rd-heat-wave-of-2022-possible-as-90s-high-humidity-sizzle-nj/article_1a11c5fc-1289-11ed-bf06-f3be92fe41e5.html"">Press of Atlantic City</a>)"
2022-08-03 10:05:11,"<li style=""padding-bottom:.5em"">Offshore wind: Major manufacturing facility could be coming to N.J. (<a href=""https://www.roi-nj.com/2022/08/03/industry/energy-utilities/offshore-wind-major-manufacturing-facility-could-be-coming-to-n-j/"">ROI-NJ</a>)"
2022-08-03 10:11:19,"<li style=""padding-bottom:.5em"">More ‘sunny-day’ flooding in our future, NOAA predicts (<a href=""https://www.njspotlightnews.org/video/more-sunny-day-flooding-in-our-future-noaa-predicts/"">NJ Spotlight News</a>)"
2022-08-03 10:13:45,"<li style=""padding-bottom:.5em"">World’s toughest turtle? Survivor among 8 returned to ocean in N.J. (<a href=""https://www.nj.com/news/2022/08/worlds-toughest-turtle-survivor-among-8-returned-to-ocean-in-nj.html"">NJ.com</a>)"
2022-08-03 10:15:16,"<li style=""padding-bottom:.5em"">N.J. weather: Thunderstorms possible today ahead of 100+ heat index Thursday (<a href=""https://www.nj.com/weather/2022/08/nj-weather-thunderstorms-possible-today-ahead-of-100-heat-index-thursday.html"">NJ.com</a>)"
,-
2022-08-04 10:52:56,"<li style=""padding-bottom:.5em"">NJ offshore wind project: Public gets extra time to comment (<a href=""https://www.app.com/story/news/local/land-environment/2022/08/04/nj-offshore-wind-project-public-gets-extra-time-to-comment/65391247007/"">Asbury Park Press</a>)"
2022-08-04 10:52:46,"<li style=""padding-bottom:.5em"">Philly citizen scientists gather heat and air quality data in hopes of a ‘more livable’ city (<a href=""https://whyy.org/articles/philly-citizen-scientists-gather-heat-air-quality-data-noaa-study/"">WHYY</a>)"
2022-08-04 10:59:11,"<li style=""padding-bottom:.5em"">Summer of the spotted lanternfly in NJ: How much damage has been done? (<a href=""https://www.northjersey.com/story/news/environment/2022/08/04/spotted-lanternfly-nj-damage-tree-of-heaven/65389954007/"">NorthJersey.com</a>)"
2022-08-04 10:59:00,"<li style=""padding-bottom:.5em"">States to join NJ in national community solar program (<a href=""https://www.njspotlightnews.org/video/states-to-join-nj-in-national-community-solar-program/"">NJ Spotlight News</a>)"
2022-08-04 11:00:16,"<li style=""padding-bottom:.5em"">N.J. weather: It will feel like 100 degrees or more as heat index soars (<a href=""https://www.nj.com/news/2022/08/nj-weather-it-will-feel-like-100-degrees-or-more-as-heat-index-soars.html"">NJ.com</a>)"
2022-08-04 10:59:58,"<li style=""padding-bottom:.5em"">Weather: 3rd heat wave of 2022 official Thursday, which will feel like more than 100F (<a href=""https://pressofatlanticcity.com/weather/weather-3rd-heat-wave-of-2022-official-thursday-which-will-feel-like-more-than-100f/article_d319cc4a-1354-11ed-885b-c339d4975484.html"">Press of Atlantic City</a>)"
,-
2022-08-04 11:30:39,"<li style=""padding-bottom:.5em"">Finding racial equality in the environmental sustainability movement (<a href=""https://trentonjournal.bulletin.com/finding-racial-equality-in-the-environmental-sustainability-movement/"">Trenton Journal</a>)"
2022-08-08 15:05:08,"<li style=""padding-bottom:.5em"">Study connects climate hazards to 58% of infectious diseases (<a href=""https://whyy.org/articles/study-connects-climate-hazards-to-58-of-infectious-diseases/"">WHYY</a>)"
2022-08-08 15:04:39,"<li style=""padding-bottom:.5em"">N.J. weather: When will this heat wave end? More 90+ degree days on the way. (<a href=""https://www.nj.com/weather/2022/08/nj-weather-when-will-this-heat-wave-end-more-90-degree-days-on-the-way.html"">NJ.com</a>)"
2022-08-08 15:06:43,"<li style=""padding-bottom:.5em"">Go here: Tuckerton Seaport and Great Bay Wildlife Management Area (<a href=""https://njindy.com/2022/08/05/go-here-tuckerton-seaport-and-great-bay-wildlife-management-area/"">NJ Indy</a>)"
2022-08-08 15:09:43,"<li style=""padding-bottom:.5em"">Nearly $4M awarded to 45 N.J. startups through Clean Tech Seed Grant Program (<a href=""https://www.roi-nj.com/2022/08/08/industry/energy-utilities/nearly-4m-awarded-to-45-n-j-startups-through-clean-tech-seed-grant-program/"">ROI-NJ</a>)"
2022-08-08 15:11:48,"<li style=""padding-bottom:.5em"">NJ targets another company for environmental damage (<a href=""https://www.njspotlightnews.org/2022/08/monsanto-dep-pcbs-environmental-damage-superfund-attorney-general-matthew-platkin-camden-county-sherwin-williams-chemistry-council-of-new-jersey-gov-phil-murphy-delaware-river/"">NJ Spotlight News</a>)"
2022-08-08 15:10:46,"<li style=""padding-bottom:.5em"">Jersey Shore revelers endure soaring temperatures in Long Branch (<a href=""https://brooklyn.news12.com/jersey-shore-revelers-endure-soaring-temperatures-in-long-branch"">News12</a>)"
2022-08-08 15:10:27,"<li style=""padding-bottom:.5em"">N.J. to issue its first guidelines on where warehouses should be built (<a href=""https://www.nj.com/news/2022/08/nj-to-issue-its-first-guidelines-on-where-warehouses-should-be-built.html"">NJ.com</a>)"
2022-08-08 15:12:40,"<li style=""padding-bottom:.5em"">Hoboken moving forward on plans for fourth resiliency park (<a href=""https://www.roi-nj.com/2022/08/08/politics/hoboken-moving-forward-on-plans-for-fourth-resiliency-park/"">ROI-NJ</a>)"
,-
2022-08-09 11:21:25,"<li style=""padding-bottom:.5em"">HEAT ALERT: Heat wave continues; relief expected later this week (<a href=""https://newjersey.news12.com/heat-alert-heat-wave-continues-relief-expected-later-this-week"">News12</a>)"
2022-08-09 11:23:51,"<li style=""padding-bottom:.5em"">New Jersey Resources names Pohlman VP of NJR Clean Energy Ventures and Corporate Strategy (<a href=""https://www.roi-nj.com/2022/08/09/industry/energy-utilities/new-jersey-resources-names-pohlman-vp-of-njr-clean-energy-ventures-and-corporate-strategy/"">ROI-NJ</a>)"
2022-08-09 11:25:37,"<li style=""padding-bottom:.5em"">EPA warns of increased cancer risk in two N.J. towns from air pollutant (<a href=""https://newjerseymonitor.com/2022/08/09/epa-warns-of-increased-cancer-risk-in-two-n-j-towns-from-air-pollutant/"">NJ Monitor</a>)"
,-
2022-08-10 08:58:10,"<li style=""padding-bottom:.5em"">Roxbury Rotary prays for rain as park project progresses (<a href=""https://www.tapinto.net/towns/roxbury/sections/giving-back/articles/roxbury-rotary-prays-for-rain-as-park-project-progresses"">TAPinto Roxbury</a>)"
2022-08-09 23:38:19,"<li style=""padding-bottom:.5em"">Newark, County Officials Working To Get Water Main Break Under Control As Water Service Disruptions Persist (<a href=""https://www.tapinto.net/towns/newark/articles/update-newark-county-officials-working-to-get-water-main-break-under-control-as-water-service-disruptions-persist"">TAPinto Newark</a>)"
2022-08-10 11:28:51,"<li style=""padding-bottom:.5em"">Eatontown: West Nile Virus detected, spraying scheduled for Wednesday (<a href=""https://www.app.com/story/news/local/land-environment/2022/08/09/west-nile-virus-discovered-eatontown-nj-mosquito-spraying-scheduled/65397955007/"">Asbury Park Press</a>)"
2022-08-10 11:28:43,"<li style=""padding-bottom:.5em"">New Jersey declares drought watch, first since 2016 (<a href=""https://newjerseymonitor.com/briefs/new-jersey-declares-drought-watch-first-since-2016/"">NJ Monitor</a>)"
2022-08-10 11:28:34,"<li style=""padding-bottom:.5em"">Smart meters might soon shorten blackouts at Jersey Shore homes (<a href=""https://www.app.com/story/money/business/consumer/2022/08/10/jcpl-atlantic-city-electric-smart-meters-shorten-jersey-shore-blackouts/65397299007/"">Asbury Park Press</a>)"
2022-08-10 11:27:35,"<li style=""padding-bottom:.5em"">N.J. weather: Thunderstorms in forecast today as heat wave finally breaks (<a href=""https://www.nj.com/weather/2022/08/nj-weather-thunderstorms-in-forecast-today-as-heat-wave-finally-breaks.html"">NJ.com</a>)"
2022-08-10 11:30:38,"<li style=""padding-bottom:.5em"">Throngs of spotted lanternflies swarm N.J. apartment building, video shows (<a href=""https://www.nj.com/news/2022/08/throngs-of-spotted-lanternflies-swarm-nj-apartment-building-video-shows.html"">NJ.com</a>)"
2022-08-10 11:30:17,"<li style=""padding-bottom:.5em"">Delaware launches initiative to expand electric vehicle charging (<a href=""https://whyy.org/articles/delaware-initiative-evehicle-charging-federal-infrastructure-law/"">WHYY</a>)"
2022-08-10 11:29:50,"<li style=""padding-bottom:.5em"">NJ is under statewide drought watch, residents asked to conserve water (<a href=""https://www.njspotlightnews.org/video/nj-is-under-statewide-drought-watch-residents-asked-to-conserve-water/"">NJ Spotlight News</a>)"
2022-08-10 11:32:34,"<li style=""padding-bottom:.5em"">$10.8M additional investment from Murphy admin in the drive toward zero transportation emissions (<a href=""https://www.roi-nj.com/2022/08/10/featured/10-8m-additional-investment-from-murphy-admin-in-the-drive-toward-zero-transportation-emissions/"">ROI-NJ</a>)"
2022-08-10 11:32:16,"<li style=""padding-bottom:.5em"">Live N.J. power outage tracker: Thousands without power amid stifling heat (<a href=""https://www.nj.com/weather/2022/08/live-nj-power-outage-tracker-tens-of-thousands-homes-without-power-amid-stifling-heat.html"">NJ.com</a>)"
2022-08-10 11:31:52,"<li style=""padding-bottom:.5em"">Our view: DEP determined to resolve pinelands access disputes (<a href=""https://pressofatlanticcity.com/news/our-view-dep-determined-to-resolve-pinelands-access-disputes/article_5e82148e-1717-11ed-a919-cbdb8e2bf830.html"">Press of Atlantic City</a>)"
2022-08-10 11:31:43,"<li style=""padding-bottom:.5em"">Raritan Valley CC Workforce Training Center now fully powered by 313 kW solar project (<a href=""https://www.roi-nj.com/2022/08/10/industry/energy-utilities/raritan-valley-cc-workforce-training-center-now-fully-powered-by-313-kw-solar-project/"">ROI-NJ</a>)"
2022-08-10 11:31:03,"<li style=""padding-bottom:.5em"">NJ is now under drought watch. How this could impact your water use (<a href=""https://www.northjersey.com/story/news/environment/2022/08/09/nj-drought-monitor-map/65397067007/"">NorthJersey.com</a>)"
2022-08-10 11:34:20,"<li style=""padding-bottom:.5em"">Murphy urged to accelerate switch to green energy (<a href=""https://www.njspotlightnews.org/2022/08/medical-professionals-urge-murphy-administration-speed-up-nj-switch-clean-energy-emissions-fossil-fuels-public-health-threat/"">NJ Spotlight News</a>)"
2022-08-10 11:33:33,"<li style=""padding-bottom:.5em"">Heat adds to mental health risks (<a href=""https://www.njspotlightnews.org/2022/08/heat-heightens-mental-health-risks-more-emergency-department-visits-substance-use-disorders-anxiety-mood-disorders-schizophrenia-self-harm/"">NJ Spotlight News</a>)"
2022-08-10 11:33:24,"<li style=""padding-bottom:.5em"">Powerful partners: Why Blackstone-backed APT feels it has winning play in off-shore wind sector (<a href=""https://www.roi-nj.com/2022/08/10/mainfeature/powerful-partners-why-blackstone-backed-apt-feels-it-has-winning-play-in-off-shore-wind-sector/"">ROI-NJ</a>)"
2022-08-10 11:33:07,"<li style=""padding-bottom:.5em"">Why have Jersey Shore ocean water temps been shockingly cold lately? (<a href=""https://www.nj.com/weather/2022/08/why-have-jersey-shore-ocean-water-temps-been-shockingly-cold-lately.html"">NJ.com</a>)"
,-
2022-08-11 10:52:49,"<li style=""padding-bottom:.5em"">Areas of New Jersey see heavy morning flooding (<a href=""https://newjersey.news12.com/areas-of-new-jersey-see-heavy-morning-flooding"">News12</a>)"
2022-08-11 10:52:37,"<li style=""padding-bottom:.5em"">N.J. weather: Much needed rain soaking state today. Weekend forecast update. (<a href=""https://www.nj.com/weather/2022/08/nj-weather-much-needed-rain-soaking-state-today-weekend-forecast-update.html"">NJ.com</a>)"
2022-08-11 10:53:05,"<li style=""padding-bottom:.5em"">Hazmat crews ID source of unusual odor being reported across South Jersey (<a href=""https://6abc.com/paulsboro-nj-gloucester-county-odor-investigation-i-295/12115435/"">6ABC</a>)"
2022-08-11 10:56:32,"<li style=""padding-bottom:.5em"">Most NJ 'Category 1' bear incidents occur in Sussex County. Here's what else we've learned (<a href=""https://www.northjersey.com/story/news/environment/2022/08/11/bear-incidents-spike-in-nj-with-most-seen-in-sussex-warren-counties/65390984007/"">NorthJersey.com</a>)"
2022-08-11 10:58:37,"<li style=""padding-bottom:.5em"">Spotted lanternfly invasion is so bad N.J. residents no longer need to report sightings (<a href=""https://www.nj.com/news/2022/08/spotted-lanternfly-invasion-is-so-bad-nj-residents-no-longer-need-to-report-sightings.html"">NJ.com</a>)"
,-
2022-08-16 00:06:34,"<li style=""padding-bottom:.5em"">St. Benedict's Urban Garden Plants Seeds For a Sustainable Future In Newark (<a href=""https://www.tapinto.net/towns/newark/sections/green/articles/st-benedict-s-urban-garden-plants-seeds-for-a-sustainable-future-in-newark"">TAPinto Newark</a>)"
2022-08-15 19:39:39,"<li style=""padding-bottom:.5em"">Environmental Groups Challenge EMR's Scrap Metal Operation in Camden (<a href=""https://www.tapinto.net/towns/camden/sections/law-and-justice/articles/environmental-groups-challenge-emr-s-scrap-metal-operation?fbclid=IwAR2VFeI2Vt8IyHXuhdI8PXfeWF5w9IAkbl1yoK64LGCj_TD1aYx2F6zqLSE"">TAPinto Camden</a>)"
2022-08-15 13:40:30,"<li style=""padding-bottom:.5em"">High levels of cancer-causing chemicals found in Linden (<a href=""https://www.tapinto.net/towns/linden/sections/health-and-wellness/articles/high-levels-of-cancer-causing-chemicals-found-in-linden"">TAPinto Linden</a>)"
2022-08-16 11:13:53,"<li style=""padding-bottom:.5em"">Izzo, Pallone, Norcross among those lauding climate change provisions in massive Inflation Reduction Act (<a href=""https://www.roi-nj.com/2022/08/15/industry/energy-utilities/izzo-pallone-norcross-among-those-lauding-climate-change-provisions-in-massive-inflation-reduction-act/"">ROI-NJ</a>)"
2022-08-16 11:18:24,"<li style=""padding-bottom:.5em"">NJ Transit gets $44M to build new bus terminal, garage for electric buses (<a href=""https://www.nj.com/news/2022/08/nj-transit-gets-44m-to-build-new-bus-terminal-and-garage-for-electric-buses.html"">NJ.com</a>)"
2022-08-16 11:18:36,"<li style=""padding-bottom:.5em"">Fight on to limit underground storage caverns (<a href=""https://www.njspotlightnews.org/2022/08/storage-caverns-underground-storage-caverns-nj-dep-revised-rules-regulations-liquified-gas-petroleum-chemicals-liquified-petroleum-gas-environmental-justice-gibbstown-gloucester-county-repauno-port/"">NJ Spotlight News</a>)"
2022-08-16 11:21:10,"<li style=""padding-bottom:.5em"">Between two acronyms, a world of difference for New Jersey solar power (<a href=""https://newjerseymonitor.com/2022/08/16/between-two-acronyms-a-world-of-difference-for-new-jersey-solar-power/"">NJ Monitor</a>)"
2022-08-16 11:21:36,"<li style=""padding-bottom:.5em"">Garage fire spreads to 7 N.J. condominiums, leaving 3 uninhabitable, police say (<a href=""https://www.nj.com/news/2022/08/garage-fire-spreads-to-7-nj-condominiums-leaving-3-uninhabitable-police-say.html"">NJ.com</a>)"
,-
2022-08-18 09:25:40,"<li style=""padding-bottom:.5em"">New Bike/Pedestrian Bridge Over Cooper River Should Open in 2 Years (<a href=""https://www.tapinto.net/towns/camden/sections/arts-and-entertainment/articles/new-bike-pedestrian-bridge-over-cooper-river-should-open-in-2-years"">TAPinto Camden</a>)"
2022-08-18 11:24:36,"<li style=""padding-bottom:.5em"">Northern lights forecast: Aurora borealis could be visible in Pennsylvania and New Jersey next two nights (<a href=""https://www.nj.com/warren/2022/08/northern-lights-forecast-aurora-borealis-could-be-visible-in-pennsylvania-and-new-jersey-next-two-nights.html"">NJ.com</a>)"
2022-08-18 11:29:48,"<li style=""padding-bottom:.5em"">Energy costs may drop, but at what price? (<a href=""https://www.njspotlightnews.org/2022/08/brattle-group-new-jersey-board-of-public-utilities-bpu-home-heating-electric-cars-electric-vehicles-green-energy-consumers-savings/"">NJ Spotlight News</a>)"
2022-08-18 11:30:53,"<li style=""padding-bottom:.5em"">Questions about cost remain after release of New Jersey clean energy study (<a href=""https://newjerseymonitor.com/2022/08/18/questions-about-cost-remain-after-release-of-new-jersey-clean-energy-study/"">NJ Monitor</a>)"
2022-08-18 11:30:42,"<li style=""padding-bottom:.5em"">Brigantine residents have questions about offshore windmills (<a href=""https://pressofatlanticcity.com/news/local/brigantine-residents-have-questions-about-offshore-windmills/article_88a930de-1d85-11ed-b413-5f99d460bef0.html"">Press of Atlantic City</a>)"
,-
2022-08-19 11:16:14,"<li style=""padding-bottom:.5em"">Roxbury finds no problem with Ledgewood Dam work  (<a href=""https://www.tapinto.net/towns/roxbury/articles/roxbury-finds-no-problem-with-ledgewood-dam-work"">TAPinto Roxbury</a>)"
2022-08-22 18:35:09,"<li style=""padding-bottom:.5em"">Governments Join to Remove 70,000 Tons of Illegally Dumped Waste in Camden (<a href=""https://www.tapinto.net/towns/camden/articles/governments-join-to-remove-70-000-tons-of-illegally-dumped-waste"">TAPinto Camden</a>)"
2022-08-23 12:04:20,"<li style=""padding-bottom:.5em"">Ida floods closed N.J. park zoo. Now county is moving animals out of its other 2 (<a href=""https://www.nj.com/news/2022/08/ida-floods-closed-nj-park-zoo-now-county-is-moving-animals-out-of-its-other-2.html"">NJ.com</a>)"
2022-08-23 12:04:58,"<li style=""padding-bottom:.5em"">NJ drought watch continues despite Monday’s rain (<a href=""https://www.njspotlightnews.org/video/nj-drought-watch-continues-despite-mondays-rain/"">NJ Spotlight News</a>)"
2022-08-23 12:10:00,"<li style=""padding-bottom:.5em"">A teen phenom is working to protect New Jersey’s watershed (<a href=""https://whyy.org/articles/teenager-protecting-new-jerseys-watershed/"">WHYY</a>)"
